"","Year","GEOID","FID_1","PROJ_AD","PROJ_CT","PROJ_ST","PROJ_ZI","HOUSING","Units","FID_2","STATEFP10","UNSDLEA10","NAME10","DistrictID","District","Grade","Total_Meeting_Standard","Share_Meeting_Standard","Level","Test"
"278","2002","5306450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27344,"Orting School District",7,20,14.3,1.43,"WASL"
"279","2002","5306480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,"Othello School District",7,31,14.59,1.43,"WASL"
"280","2002","5306570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11001,"Pasco School District",7,70,18.8,1.58,"WASL"
"281","2002","5306600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24122,"Pateros School District",7,10,45.39,2.22,"WASL"
"282","2002","5306630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3050,"Paterson School District",7,0,NA,NA,"WASL"
"283","2002","5306660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21301,"Pe Ell School District",7,3,14.19,1.57,"WASL"
"284","2002","5306690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27401,"Peninsula School District",7,188,29.76666667,1.866666667,"WASL"
"285","2002","5306750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23402,"Pioneer School District",7,17,18.39,1.59,"WASL"
"286","2002","5306780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12110,"Pomeroy School District",7,8,22.8,1.85,"WASL"
"287","2002","5306820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5121,"Port Angeles School District",7,60,33.7,2.01,"WASL"
"288","2002","5306840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16050,"Port Townsend School District",7,0,NA,NA,"WASL"
"289","2002","5306870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36402,"Prescott School District",7,3,15,1.45,"WASL"
"290","2002","5306900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3116,"Prosser School District",7,45,20.89,1.76,"WASL"
"291","2002","5306930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38267,"Pullman School District",7,76,43.89,2.27,"WASL"
"292","2002","5306960","243","201 27TH AVE SE","PUYALLUP","WA","98374","LIHTC",273,"198","53","06960","Puyallup School District",27003,"Puyallup School District",7,406,26.32833333,1.778333333,"WASL"
"293","2002","5306990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16048,"Quilcene School District",7,9,52.89,2.41,"WASL"
"294","2002","5307020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5402,"Quillayute Valley School District",7,13,14.69,1.34,"WASL"
"295","2002","5307050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14097,"Lake Quinault School District",7,2,10.5,1.31,"WASL"
"296","2002","5307080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13144,"Quincy School District",7,22,11.59,1.27,"WASL"
"297","2002","5307110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34307,"Rainier School District",7,21,27.19,1.67,"WASL"
"298","2002","5307140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25116,"Raymond School District",7,6,12.5,1.43,"WASL"
"299","2002","5307210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22009,"Reardan-Edwall School District",7,7,13.69,1.48,"WASL"
"300","2002","5307230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17403,"Renton School District",7,218,32.55,1.965,"WASL"
"301","2002","5307260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10309,"Republic School District",7,13,26.5,1.83,"WASL"
"302","2002","5307320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3400,"Richland School District",7,332,42.85666667,2.263333333,"WASL"
"303","2002","5307350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6122,"Ridgefield School District",7,43,29.19,1.91,"WASL"
"304","2002","5307380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1160,"Ritzville School District",7,11,36.6,2.06,"WASL"
"305","2002","5307440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32416,"Riverside School District",7,31,19.3,1.59,"WASL"
"306","2002","5307470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34401,"Rochester School District",7,18,12.3,1.43,"WASL"
"307","2002","5307560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38320,"Rosalia School District",7,3,13.59,1.68,"WASL"
"308","2002","5307620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13160,"Royal School District",7,20,21,1.53,"WASL"
"309","2002","5307650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28149,"San Juan Island School District",7,43,53.7,2.5,"WASL"
"310","2002","5307710","244","1816 BELLEVUE AVE","SEATTLE","WA","98122","LIHTC",34,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,985,30.04125,1.819375,"WASL"
"311","2002","5307710","352","1823 E MADISON ST","SEATTLE","WA","98122","LIHTC",26,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,985,30.04125,1.819375,"WASL"
"312","2002","5307710","42","2208 SECOND AVE","SEATTLE","WA","98121","LIHTC",25,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,985,30.04125,1.819375,"WASL"
"313","2002","5307710","242","1831 EIGHTH AVE","SEATTLE","WA","98101","LIHTC",64,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,985,30.04125,1.819375,"WASL"
"314","2002","5307710","78","11032 LAKE CITY WAY NE","SEATTLE","WA","98125","LIHTC",50,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,985,30.04125,1.819375,"WASL"
"315","2002","5307710","72","1321 E UNION ST","SEATTLE","WA","98122","LIHTC",38,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,985,30.04125,1.819375,"WASL"
"316","2002","5307710","349","5425 DELRIDGE WAY SW","SEATTLE","WA","98106","LIHTC",19,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,985,30.04125,1.819375,"WASL"
"317","2002","5307740","75","701 SAPP RD","SEDRO WOOLLEY","WA","98284","LIHTC",46,"220","53","07740","Sedro-Woolley School District",29101,"Sedro-Woolley School District",7,0,NA,NA,"WASL"
"318","2002","5307740","74","565 TOWNSHIP ST","SEDRO WOOLLEY","WA","98284","LIHTC",15,"220","53","07740","Sedro-Woolley School District",29101,"Sedro-Woolley School District",7,0,NA,NA,"WASL"
"319","2002","5307770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39119,"Selah School District",7,93,34.39,2.01,"WASL"
"320","2002","5307800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26070,"Selkirk School District",7,8,20,1.83,"WASL"
"321","2002","5307830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5323,"Sequim School District",7,0,NA,NA,"WASL"
"322","2002","5307860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28010,"Shaw Island School District",7,0,NA,NA,"WASL"
"323","2002","5307900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23309,"Shelton School District",7,0,NA,NA,"WASL"
"324","2002","5307920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17412,"Shoreline School District",7,359,48.995,2.4,"WASL"
"325","2002","5307950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30002,"Skamania School District",7,0,NA,NA,"WASL"
"326","2002","5307980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17404,"Skykomish School District",7,0,NA,NA,"WASL"
"327","2002","5308020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31201,"Snohomish School District",7,115,32.1,2.03,"WASL"
"328","2002","5308040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17410,"Snoqualmie Valley School District",7,77,42,2.2,"WASL"
"329","2002","5308070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13156,"Soap Lake School District",7,4,10.19,1.3,"WASL"
"330","2002","5308100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25118,"South Bend School District",7,10,21.69,1.71,"WASL"
"331","2002","5308130","21","14200 37TH AVE S","TUKWILA","WA","98168","LIHTC",51,"262","53","08130","Tukwila School District",17406,"Tukwila School District",7,41,25,1.74,"WASL"
"332","2002","5308160","73","105 LIPPERT DR W","PORT ORCHARD","WA","98366","LIHTC",57,"233","53","08160","South Kitsap School District",18402,"South Kitsap School District",7,167,28.945,1.845,"WASL"
"333","2002","5308160","245","1900 PIONEER LN SE","PORT ORCHARD","WA","98366","LIHTC",77,"233","53","08160","South Kitsap School District",18402,"South Kitsap School District",7,167,28.945,1.845,"WASL"
"334","2002","5308190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15206,"South Whidbey School District",7,0,NA,NA,"WASL"
"335","2002","5308220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23042,"Southside School District",7,7,33.29,2.09,"WASL"
"336","2002","5308250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32081,"Spokane School District",7,694,37.11285714,2.075714286,"WASL"
"337","2002","5308340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31401,"Stanwood-Camano School District",7,174,38.995,2.14,"WASL"
"338","2002","5308460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27001,"Steilacoom Hist. School District",7,35,21.69,1.68,"WASL"
"339","2002","5308490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38304,"Steptoe School District",7,0,NA,NA,"WASL"
"340","2002","5308520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30303,"Stevenson-Carson School District",7,13,16.39,1.57,"WASL"
"341","2002","5308550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31311,"Sultan School District",7,47,24.6,1.66,"WASL"
"342","2002","5308580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33202,"Summit Valley School District",7,0,NA,NA,"WASL"
"343","2002","5308610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27320,"Sumner School District",7,166,26.16333333,1.746666667,"WASL"
"344","2002","5308670","44","1410 IDA BELLE LN","SUNNYSIDE","WA","98944","LIHTC",26,"249","53","08670","Sunnyside School District",39201,"Sunnyside School District",7,36,9.8,1.25,"WASL"
"345","2002","5308700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27010,"Tacoma School District",7,431,18.88555556,1.58,"WASL"
"346","2002","5308730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14077,"Taholah School District",7,1,5.79,1.29,"WASL"
"347","2002","5308760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17409,"Tahoma School District",7,0,NA,NA,"WASL"
"348","2002","5308790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38265,"Tekoa School District",7,2,15.3,1.45,"WASL"
"349","2002","5308820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34402,"Tenino School District",7,18,14.5,1.47,"WASL"
"350","2002","5308850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19400,"Thorp School District",7,5,21.69,1.56,"WASL"
"351","2002","5308910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21237,"Toledo School District",7,22,23.1,1.73,"WASL"
"352","2002","5308940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24404,"Tonasket School District",7,27,34.6,1.99,"WASL"
"353","2002","5308970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39202,"Toppenish School District",7,38,14.3,1.39,"WASL"
"354","2002","5309000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36300,"Touchet School District",7,4,16.6,1.5,"WASL"
"355","2002","5309030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8130,"Toutle Lake School District",7,7,14.19,1.52,"WASL"
"356","2002","5309060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20400,"Trout Lake School District",7,2,12.5,1.56,"WASL"
"357","2002","5309100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34033,"Tumwater School District",7,207,41.995,2.18,"WASL"
"358","2002","5309150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39002,"Union Gap School District",7,7,10.4,1.37,"WASL"
"359","2002","5309180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27083,"University Place School District",7,155,36.445,2.03,"WASL"
"360","2002","5309240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33070,"Valley School District",7,2,12.5,1.38,"WASL"
"361","2002","5309270","240","4305 NE 66TH AVE","VANCOUVER","WA","98661","LIHTC",287,"267","53","09270","Vancouver Public Schools",6037,"Vancouver School District",7,472,28.68166667,1.851666667,"WASL"
"362","2002","5309270","40","9501 NE HAZEL DELL AVE","VANCOUVER","WA","98665","LIHTC",57,"267","53","09270","Vancouver Public Schools",6037,"Vancouver School District",7,472,28.68166667,1.851666667,"WASL"
"363","2002","5309300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17402,"Vashon Island School District",7,63,48,2.32,"WASL"
"364","2002","5309330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35200,"Wahkiakum School District",7,16,29,1.81,"WASL"
"365","2002","5309360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13073,"Wahluke School District",7,13,12.59,1.34,"WASL"
"366","2002","5309390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36401,"Waitsburg School District",7,2,6.79,1.3,"WASL"
"367","2002","5309450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36140,"Walla Walla Public Schools",7,52,24.69,1.8,"WASL"
"368","2002","5309480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39207,"Wapato School District",7,33,13.59,1.42,"WASL"
"369","2002","5309510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13146,"Warden School District",7,15,20.5,1.55,"WASL"
"370","2002","5309540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6112,"Washougal School District",7,57,25.645,1.675,"WASL"
"371","2002","5309570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1109,"Washtucna School District",7,0,NA,NA,"WASL"
"372","2002","5309600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9209,"Waterville School District",7,7,23.3,1.46,"WASL"
"373","2002","5309630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33049,"Wellpinit School District",7,6,16.19,1.54,"WASL"
"374","2002","5309660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4246,"Wenatchee School District",7,143,25.545,1.7325,"WASL"
"375","2002","5309690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32363,"West Valley School District (Spokane)",7,95,38.95,2.17,"WASL"
"376","2002","5309720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39208,"West Valley School District (Yakima)",7,144,36.79,2.06,"WASL"
"377","2002","5309750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21303,"White Pass School District",7,10,14.4,1.4,"WASL"
"378","2002","5309780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27416,"White River School District",7,50,13,1.385,"WASL"
"379","2002","5309810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20405,"White Salmon Valley School District",7,46,40,2.12,"WASL"
"380","2002","5309840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22200,"Wilbur School District",7,0,NA,NA,"WASL"
"381","2002","5309870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25160,"Willapa Valley School District",7,4,12.5,1.53,"WASL"
"382","2002","5309900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13167,"Wilson Creek School District",7,5,45.39,2,"WASL"
"383","2002","5309930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21232,"Winlock School District",7,13,22,1.6,"WASL"
"384","2002","5309990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14117,"Wishkah Valley School District",7,5,23.8,1.61,"WASL"
"385","2002","5310020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20094,"Wishram School District",7,0,NA,NA,"WASL"
"386","2002","5310050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8404,"Woodland School District",7,56,35.39,2.02,"WASL"
"387","2002","5310110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39007,"Yakima School District",7,106,16.5475,1.505,"WASL"
"388","2002","5310140","24","205 MOUNTAIN VIEW RD SE","YELM","WA","98597","LIHTC",31,"293","53","10140","Yelm Community Schools",34002,"Yelm School District",7,99,25.89,1.75,"WASL"
"389","2002","5310170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39205,"Zillah School District",7,26,25.69,1.85,"WASL"
"390","2003","5300001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17216,"Enumclaw School District",7,127,28,1.88,"WASL"
"391","2003","5300002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10070,"Inchelium School District",7,2,9,1.36,"WASL"
"392","2003","5300003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8458,"Kelso School District",7,140,31.6,1.93,"WASL"
"393","2003","5300030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14005,"Aberdeen School District",7,95,29.89,1.91,"WASL"
"394","2003","5300060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21226,"Adna School District",7,13,32.5,2.15,"WASL"
"395","2003","5300090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22017,"#N/A",7,0,NA,NA,"WASL"
"396","2003","5300150","436","801 29TH ST","ANACORTES","WA","98221","LIHTC",46,"3","53","00150","Anacortes School District",29103,"Anacortes School District",7,96,37,2.1,"WASL"
"397","2003","5300240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31016,"Arlington School District",7,153,34,1.97,"WASL"
"398","2003","5300280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2420,"Asotin-Anatone School District",7,17,37.7,2.2,"WASL"
"399","2003","5300300","267","134 THIRD AVE SE","PACIFIC","WA","98047","LIHTC",50,"6","53","00300","Auburn School District",17408,"Auburn School District",7,358,35.1,2.05,"WASL"
"400","2003","5300300","249","205 E MAIN ST","AUBURN","WA","98002","LIHTC",24,"6","53","00300","Auburn School District",17408,"Auburn School District",7,358,35.1,2.05,"WASL"
"401","2003","5300330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18303,"Bainbridge Island School District",7,246,70.2,3,"WASL"
"402","2003","5300380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6119,"Battle Ground School District",7,367,39.29,2.15,"WASL"
"403","2003","5300390","499","900 124TH AVE NE","BELLEVUE","WA","98005","LIHTC",84,"9","53","00390","Bellevue School District",17405,"Bellevue School District",7,673,55.39,2.6,"WASL"
"404","2003","5300390","160","14511 NE 35TH ST","BELLEVUE","WA","98007","LIHTC",48,"9","53","00390","Bellevue School District",17405,"Bellevue School District",7,673,55.39,2.6,"WASL"
"405","2003","5300420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37501,"Bellingham School District",7,327,40.89,2.22,"WASL"
"406","2003","5300480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27403,"Bethel School District",7,343,23.6,1.76,"WASL"
"407","2003","5300510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20203,"Bickleton School District",7,0,NA,NA,"WASL"
"408","2003","5300570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37503,"Blaine School District",7,93,49.39,2.41,"WASL"
"409","2003","5300630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21234,"Boistfort School District",7,0,NA,NA,"WASL"
"410","2003","5300660","495","3401 SPRUCE AVE","BREMERTON","WA","98310","LIHTC",300,"16","53","00660","Bremerton School District",18100,"Bremerton School District",7,107,24.1,1.76,"WASL"
"411","2003","5300690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24111,"Brewster School District",7,33,37.89,2.06,"WASL"
"412","2003","5300720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9075,"Bridgeport School District",7,6,12.19,1.36,"WASL"
"413","2003","5300750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16046,"Brinnon School District",7,0,NA,NA,"WASL"
"414","2003","5300780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29100,"Burlington-Edison School District",7,99,34,2.01,"WASL"
"415","2003","5300810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6117,"Camas School District",7,187,51.6,2.54,"WASL"
"416","2003","5300840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5401,"Cape Flattery School District",7,7,18.39,1.52,"WASL"
"417","2003","5300870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27019,"Carbonado School District",7,0,NA,NA,"WASL"
"418","2003","5300950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4228,"Cascade School District",7,45,38.7,2.18,"WASL"
"419","2003","5300960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4222,"Cashmere School District",7,19,15.8,1.61,"WASL"
"420","2003","5300990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8401,"Castle Rock School District",7,32,26.6,1.88,"WASL"
"421","2003","5301050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20215,"Centerville School District",7,6,54.5,2.45,"WASL"
"422","2003","5301080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18401,"Central Kitsap School District",7,438,40.79,2.17,"WASL"
"423","2003","5301110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32356,"Central Valley School District",7,473,52.5,2.56,"WASL"
"424","2003","5301140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21401,"Centralia School District",7,70,27,1.85,"WASL"
"425","2003","5301170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21302,"Chehalis School District",7,78,37.79,2.12,"WASL"
"426","2003","5301200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4129,"Lake Chelan School District",7,39,38.2,2.2,"WASL"
"427","2003","5301230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32360,"Cheney School District",7,131,46.89,2.46,"WASL"
"428","2003","5301260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33036,"Chewelah School District",7,36,33,2.05,"WASL"
"429","2003","5301290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16049,"Chimacum School District",7,58,48.7,2.48,"WASL"
"430","2003","5301320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2250,"Clarkston School District",7,68,29.5,1.86,"WASL"
"431","2003","5301350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19404,"Cle Elum-Roslyn School District",7,15,18.89,1.74,"WASL"
"432","2003","5301380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16020,"Queets-Clearwater School District",7,0,NA,NA,"WASL"
"433","2003","5301410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27400,"Clover Park School District",7,192,21.6,1.68,"WASL"
"434","2003","5301440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38300,"Colfax School District",7,22,38.5,2.29,"WASL"
"435","2003","5301470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36250,"College Place School District",7,22,22.6,1.63,"WASL"
"436","2003","5301500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38306,"Colton School District",7,7,58.29,2.5,"WASL"
"437","2003","5301560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33206,"Columbia (Stevens) School District",7,6,31.5,2.05,"WASL"
"438","2003","5301590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36400,"Columbia (Walla Walla) School District",7,22,28.5,1.85,"WASL"
"439","2003","5301630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33115,"Colville School District",7,57,30.89,1.94,"WASL"
"440","2003","5301660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29011,"Concrete School District",7,11,17.1,1.65,"WASL"
"441","2003","5301680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29317,"Conway School District",7,28,52.79,2.65,"WASL"
"442","2003","5301800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15204,"Coupeville School District",7,44,42.7,2.2,"WASL"
"443","2003","5301830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5313,"Crescent School District",7,6,31.5,1.89,"WASL"
"444","2003","5301860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22073,"Creston School District",7,0,NA,NA,"WASL"
"445","2003","5301890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10050,"Curlew School District",7,9,27.19,1.63,"WASL"
"446","2003","5301920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26059,"Cusick School District",7,8,29.6,1.74,"WASL"
"447","2003","5301980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31330,"Darrington School District",7,16,26.6,1.83,"WASL"
"448","2003","5302010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22207,"Davenport School District",7,10,25.6,1.76,"WASL"
"449","2003","5302040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7002,"Dayton School District",7,14,34.1,1.92,"WASL"
"450","2003","5302070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32414,"Deer Park School District",7,64,42.29,2.23,"WASL"
"451","2003","5302130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27343,"Dieringer School District",7,77,56.2,2.7,"WASL"
"452","2003","5302280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32361,"East Valley School District (Spokane)",7,145,39,2.19,"WASL"
"453","2003","5302310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9206,"Eastmont School District",7,149,32.6,2.01,"WASL"
"454","2003","5302340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19028,"Easton School District",7,0,NA,NA,"WASL"
"455","2003","5302370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27404,"Eatonville School District",7,66,31.8,1.97,"WASL"
"456","2003","5302400","354","18420 36TH AVE W","LYNNWOOD","WA","98037","LIHTC",130,"65","53","02400","Edmonds School District",31015,"Edmonds School District",7,648,39.2,2.16,"WASL"
"457","2003","5302460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19401,"Ellensburg School District",7,102,43.39,2.17,"WASL"
"458","2003","5302490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14068,"Elma School District",7,60,35.2,2.05,"WASL"
"459","2003","5302520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38308,"Endicott School District",7,9,47.29,2.36,"WASL"
"460","2003","5302550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4127,"Entiat School District",7,8,25.8,1.87,"WASL"
