GEOID10,Year,Count_HH,English_Only,Sh_Eng_Only,Other_Lang,Sh_Other_Lang,Tot_Fam_HH,Married_Fam_HH,Sh_Married_Fam,Single_Parent_Fam,Sh_Single_Fam,Average_HINCP,Count_Ind,HISP,Share_Hisp,White_Non_Hisp,Sh_White_Non_Hisp,Other,Sh_Other
5310504,2012,496,344,0.693548387,152,0.306451613,275,237,0.861818182,38,0.138181818,69223.95924,1080,51,0.047222222,999,0.925,68,0.062962963
5310600,2012,914,632,0.691466083,282,0.308533917,456,372,0.815789474,84,0.184210526,55586.6227,1807,164,0.090758163,1617,0.894853348,127,0.070282236
5310701,2012,370,262,0.708108108,108,0.291891892,246,193,0.784552846,53,0.215447154,72162.66472,951,228,0.239747634,759,0.798107256,68,0.07150368
5310702,2012,370,282,0.762162162,88,0.237837838,231,187,0.80952381,44,0.19047619,78275.95195,840,131,0.155952381,753,0.896428571,44,0.052380952
5310703,2012,560,325,0.580357143,235,0.419642857,290,238,0.820689655,52,0.179310345,67498.5,1165,225,0.193133047,1016,0.872103004,66,0.056652361
5310800,2012,642,409,0.637071651,233,0.362928349,339,266,0.784660767,73,0.215339233,50662.94309,1338,288,0.215246637,1089,0.813901345,71,0.053064275
5310901,2012,433,267,0.616628176,166,0.383371824,235,173,0.736170213,62,0.263829787,56568.52235,946,309,0.326638478,735,0.776955603,75,0.079281184
5310902,2012,519,288,0.554913295,231,0.445086705,358,271,0.75698324,87,0.24301676,57745.10675,1464,683,0.466530055,1165,0.795765027,146,0.099726776
5311000,2012,721,554,0.768377254,167,0.231622746,414,328,0.792270531,86,0.207729469,59024.21273,1452,96,0.066115702,1344,0.925619835,82,0.056473829
5311101,2012,566,421,0.743816254,145,0.256183746,281,214,0.761565836,67,0.238434164,57161.07,1147,116,0.101133391,962,0.838709677,121,0.105492589
5311102,2012,453,355,0.783664459,98,0.216335541,289,236,0.816608997,53,0.183391003,71621.14657,1054,62,0.058823529,939,0.890891841,86,0.081593928
5311103,2012,391,305,0.780051151,86,0.219948849,288,236,0.819444444,52,0.180555556,92993.58824,1064,60,0.056390977,867,0.814849624,164,0.154135338
5311104,2012,482,399,0.82780083,83,0.17219917,348,309,0.887931034,39,0.112068966,79879.38462,1280,37,0.02890625,1184,0.925,87,0.06796875
5311200,2012,713,541,0.758765778,172,0.241234222,384,306,0.796875,78,0.203125,54293.17905,1426,107,0.075035063,1252,0.877980365,119,0.08345021
5311300,2012,802,565,0.704488778,237,0.295511222,407,314,0.771498771,93,0.228501229,55592.01917,1538,117,0.076072822,1228,0.798439532,259,0.16840052
5311401,2012,574,417,0.726480836,157,0.273519164,320,241,0.753125,79,0.246875,70732.012,1223,80,0.065412919,992,0.811120196,210,0.171708913
5311402,2012,421,336,0.798099762,85,0.201900238,289,226,0.78200692,63,0.21799308,76026.70052,984,54,0.054878049,870,0.884146341,98,0.099593496
5311501,2012,589,397,0.674023769,192,0.325976231,269,183,0.680297398,86,0.319702602,58203.98938,1211,100,0.082576383,823,0.679603633,347,0.28654005
5311502,2012,538,408,0.758364312,130,0.241635688,302,261,0.864238411,41,0.135761589,88309.40708,1100,38,0.034545455,944,0.858181818,140,0.127272727
5311503,2012,466,279,0.598712446,187,0.401287554,247,190,0.769230769,57,0.230769231,68143.79784,989,120,0.121334681,681,0.688574317,261,0.263902932
5311504,2012,489,307,0.627811861,182,0.372188139,275,189,0.687272727,86,0.312727273,57945.71913,1127,147,0.130434783,718,0.637089618,336,0.298136646
5311505,2012,704,574,0.815340909,130,0.184659091,477,398,0.834381551,79,0.165618449,88282.52148,1655,80,0.048338369,1346,0.813293051,289,0.174622356
5311506,2012,460,375,0.815217391,85,0.184782609,305,233,0.763934426,72,0.236065574,78199.08873,1094,69,0.063071298,944,0.862888483,135,0.123400366
5311507,2012,421,349,0.828978622,72,0.171021378,287,250,0.871080139,37,0.128919861,80249.17867,1053,41,0.038936372,960,0.911680912,80,0.075973409
5311601,2012,613,470,0.766721044,143,0.233278956,256,215,0.83984375,41,0.16015625,94673.15315,1184,53,0.044763514,1001,0.845439189,158,0.133445946
5311602,2012,665,353,0.530827068,312,0.469172932,240,201,0.8375,39,0.1625,98481.41263,1212,64,0.052805281,900,0.742574257,282,0.232673267
5311603,2012,621,390,0.628019324,231,0.371980676,138,121,0.876811594,17,0.123188406,86726.86722,903,52,0.057585825,695,0.7696567,187,0.207087486
5311604,2012,477,296,0.620545073,181,0.379454927,189,147,0.777777778,42,0.222222222,100277.966,923,74,0.080173348,596,0.645720477,308,0.333694475
5311605,2012,534,340,0.63670412,194,0.36329588,270,200,0.740740741,70,0.259259259,88614.81002,1144,93,0.081293706,692,0.604895105,417,0.36451049
5311606,2012,510,346,0.678431373,164,0.321568627,294,242,0.823129252,52,0.176870748,96537.88558,1133,80,0.070609003,888,0.783759929,211,0.186231244
5311607,2012,509,345,0.677799607,164,0.322200393,305,260,0.852459016,45,0.147540984,113600.8,1160,53,0.045689655,882,0.760344828,260,0.224137931
5311608,2012,605,346,0.571900826,259,0.428099174,379,330,0.870712401,49,0.129287599,132046.4864,1373,61,0.044428259,942,0.686088857,411,0.299344501
5311609,2012,494,337,0.682186235,157,0.317813765,370,327,0.883783784,43,0.116216216,148205.3701,1284,35,0.027258567,974,0.758566978,297,0.231308411
5311610,2012,472,306,0.648305085,166,0.351694915,268,198,0.73880597,70,0.26119403,75900.62998,1066,72,0.067542214,628,0.589118199,406,0.380863039
5311611,2012,512,303,0.591796875,209,0.408203125,271,198,0.730627306,73,0.269372694,64678.38479,1149,160,0.139251523,690,0.600522193,389,0.338555265
5311612,2012,446,283,0.634529148,163,0.365470852,262,196,0.748091603,66,0.251908397,74681.73485,982,122,0.124236253,649,0.66089613,269,0.273930754
5311613,2012,454,280,0.616740088,174,0.383259912,267,208,0.779026217,59,0.220973783,76187.90226,1107,125,0.112917796,647,0.584462511,402,0.363143631
5311614,2012,455,321,0.705494505,134,0.294505495,298,215,0.72147651,83,0.27852349,69151.52998,1171,139,0.118701964,815,0.695986336,272,0.232280102
5311615,2012,455,386,0.848351648,69,0.151648352,327,283,0.865443425,44,0.134556575,105474.2874,1181,78,0.066045724,1033,0.874682472,127,0.107535986
5311616,2012,417,306,0.73381295,111,0.26618705,282,250,0.886524823,32,0.113475177,140626.4328,1015,23,0.022660099,890,0.876847291,121,0.119211823
5311701,2012,441,319,0.723356009,122,0.276643991,260,194,0.746153846,66,0.253846154,92219.73,994,57,0.057344064,781,0.785714286,184,0.185110664
5311702,2012,417,266,0.637889688,151,0.362110312,249,198,0.795180723,51,0.204819277,89145.25594,991,83,0.083753784,721,0.727547931,247,0.249243189
5311703,2012,509,326,0.640471513,183,0.359528487,244,184,0.754098361,60,0.245901639,65639.9,1083,128,0.118190212,819,0.756232687,222,0.20498615
5311704,2012,419,307,0.732696897,112,0.267303103,297,252,0.848484848,45,0.151515152,112948.9921,1094,72,0.065813528,892,0.81535649,191,0.174588665
5311705,2012,588,450,0.765306122,138,0.234693878,366,303,0.827868852,63,0.172131148,79306.10505,1386,103,0.074314574,1236,0.891774892,111,0.08008658
5311706,2012,572,456,0.797202797,116,0.202797203,370,289,0.781081081,81,0.218918919,72661.69488,1379,61,0.044234953,1206,0.874546773,159,0.115300943
5311801,2012,710,544,0.766197183,166,0.233802817,423,343,0.810874704,80,0.189125296,82744.62459,1495,76,0.05083612,1232,0.824080268,236,0.157859532
5311802,2012,592,406,0.685810811,186,0.314189189,289,216,0.747404844,73,0.252595156,64613.18502,1125,78,0.069333333,923,0.820444444,159,0.141333333
5311900,2012,648,471,0.726851852,177,0.273148148,324,265,0.817901235,59,0.182098765,56225.93449,1149,52,0.045256745,957,0.832898172,169,0.147084421
5300100,2011,850,594,0.698823529,256,0.301176471,413,331,0.801452785,82,0.247734139,60964.86687,1712,108,0.063084112,1397,0.816004673,207,0.120911215
5300200,2011,2032,1505,0.740649606,527,0.259350394,1086,911,0.838858195,175,0.192096597,72720.653,3785,200,0.052840159,3291,0.869484808,294,0.077675033
5300300,2011,1175,730,0.621276596,445,0.378723404,580,475,0.818965517,105,0.221052632,57582.65537,2211,398,0.180009046,1673,0.75667119,140,0.063319765
5300400,2011,1215,813,0.669135802,402,0.330864198,651,519,0.797235023,132,0.25433526,49597.85356,2505,492,0.196407186,1807,0.721357285,206,0.082235529
5300500,2011,1110,816,0.735135135,294,0.264864865,516,380,0.736434109,136,0.357894737,53296.01862,2191,138,0.062984938,1882,0.858968508,171,0.078046554
5300601,2011,720,463,0.643055556,257,0.356944444,367,309,0.841961853,58,0.187702265,65698.24554,1460,57,0.039041096,1275,0.873287671,128,0.087671233
5300602,2011,603,511,0.847429519,92,0.152570481,381,313,0.82152231,68,0.217252396,63100.05072,1447,46,0.03178991,1304,0.901174845,97,0.067035245
5300700,2011,1090,659,0.604587156,431,0.395412844,474,394,0.831223629,80,0.203045685,58423.34005,2030,149,0.073399015,1685,0.830049261,196,0.096551724
5300800,2011,823,552,0.670716889,271,0.329283111,503,409,0.813121272,94,0.229828851,70468.43626,1962,435,0.221712538,1400,0.713557594,127,0.064729867
5300901,2011,367,186,0.506811989,181,0.493188011,274,198,0.722627737,76,0.383838384,56618.22388,1095,594,0.542465753,399,0.364383562,102,0.093150685
5300902,2011,437,284,0.649885584,153,0.350114416,241,187,0.77593361,54,0.288770053,52744.77151,967,308,0.318510858,621,0.642192347,38,0.039296794
5301001,2011,650,429,0.66,221,0.34,325,250,0.769230769,75,0.3,64822.51107,1379,141,0.102248006,994,0.720812183,244,0.176939811
5301002,2011,700,466,0.665714286,234,0.334285714,413,329,0.796610169,84,0.255319149,82908.47182,1559,100,0.064143682,1116,0.715843489,343,0.220012829
5301003,2011,431,328,0.761020882,103,0.238979118,317,279,0.880126183,38,0.136200717,102318.6476,1111,45,0.04050405,848,0.763276328,218,0.196219622
5301004,2011,602,428,0.710963455,174,0.289036545,366,299,0.816939891,67,0.224080268,84005.33817,1398,96,0.068669528,1189,0.850500715,113,0.080829757
5301005,2011,576,466,0.809027778,110,0.190972222,363,284,0.782369146,79,0.278169014,70707.03929,1364,64,0.046920821,1161,0.851173021,139,0.101906158
5301100,2011,761,599,0.787122208,162,0.212877792,439,340,0.774487472,99,0.291176471,57794.64877,1611,74,0.045934202,1415,0.878336437,122,0.075729361
5301201,2011,434,337,0.776497696,97,0.223502304,281,235,0.836298932,46,0.195744681,77395.90576,1008,63,0.0625,822,0.81547619,123,0.12202381
5301202,2011,407,288,0.707616708,119,0.292383292,221,165,0.746606335,56,0.339393939,63736.58859,854,60,0.070257611,655,0.766978923,139,0.162763466
5301300,2011,1021,683,0.668952008,338,0.331047992,530,386,0.728301887,144,0.373056995,67515.16803,2166,198,0.091412742,1397,0.644967682,571,0.263619575
5301401,2011,790,646,0.817721519,144,0.182278481,495,398,0.804040404,97,0.243718593,77369.86944,1826,55,0.030120482,1541,0.843921139,230,0.125958379
5301402,2011,777,571,0.734877735,206,0.265122265,495,375,0.757575758,120,0.32,68614.59205,1904,145,0.076155462,1430,0.75105042,329,0.172794118
5301403,2011,474,329,0.694092827,145,0.305907173,262,196,0.748091603,66,0.336734694,66953.81114,989,99,0.100101112,645,0.652173913,245,0.247724975
5301404,2011,612,409,0.668300654,203,0.331699346,346,297,0.858381503,49,0.164983165,82299.15351,1285,70,0.054474708,1044,0.812451362,171,0.13307393
5301500,2011,1204,896,0.744186047,308,0.255813953,640,492,0.76875,148,0.300813008,50968.87103,2378,168,0.070647603,1936,0.814129521,274,0.115222876
5301600,2011,1089,748,0.686868687,341,0.313131313,506,419,0.828063241,87,0.207637232,58262.57478,1964,88,0.044806517,1579,0.803971487,297,0.151221996
5301701,2011,683,508,0.743777452,175,0.256222548,406,328,0.807881773,78,0.237804878,83152.7543,1500,67,0.044666667,1188,0.792,245,0.163333333
5301702,2011,612,433,0.70751634,179,0.29248366,324,241,0.74382716,83,0.34439834,60861.08866,1252,74,0.059105431,957,0.764376997,221,0.176517572
5301801,2011,661,494,0.747352496,167,0.252647504,313,264,0.843450479,49,0.185606061,96695.9396,1280,56,0.04375,1018,0.7953125,206,0.1609375
5301802,2011,716,386,0.539106145,330,0.460893855,256,209,0.81640625,47,0.224880383,94253.41365,1350,59,0.043703704,983,0.728148148,308,0.228148148
5301803,2011,660,403,0.610606061,257,0.389393939,170,142,0.835294118,28,0.197183099,89998.812,958,59,0.061586639,695,0.725469729,204,0.212943633
5301804,2011,507,325,0.641025641,182,0.358974359,208,156,0.75,52,0.333333333,95356.44651,995,48,0.048241206,603,0.606030151,344,0.345728643
5301805,2011,547,347,0.634369287,200,0.365630713,267,196,0.734082397,71,0.362244898,77276.81761,1160,82,0.070689655,672,0.579310345,406,0.35
5301900,2011,508,317,0.624015748,191,0.375984252,317,266,0.839116719,51,0.191729323,112877.4903,1154,46,0.039861352,779,0.675043328,329,0.285095321
5302001,2011,616,436,0.707792208,180,0.292207792,360,306,0.85,54,0.176470588,98346.42486,1339,60,0.044809559,1050,0.784167289,229,0.171023152
5302002,2011,715,456,0.637762238,259,0.362237762,447,395,0.883668904,52,0.13164557,125324.5476,1605,94,0.058566978,1143,0.712149533,368,0.229283489
5302003,2011,518,348,0.671814672,170,0.328185328,369,329,0.891598916,40,0.121580547,145197.2126,1322,53,0.040090772,945,0.714826021,324,0.245083207
5302004,2011,470,320,0.680851064,150,0.319148936,281,209,0.743772242,72,0.344497608,81799.34112,1073,65,0.060577819,598,0.557315937,410,0.382106244
5302005,2011,542,327,0.603321033,215,0.396678967,294,212,0.721088435,82,0.386792453,61793.78197,1259,179,0.14217633,649,0.515488483,431,0.342335187
5302006,2011,466,291,0.624463519,175,0.375536481,275,210,0.763636364,65,0.30952381,70438.48655,1161,133,0.114556417,636,0.547803618,392,0.337639966
5302007,2011,453,286,0.631346578,167,0.368653422,263,196,0.745247148,67,0.341836735,71776.02806,1041,140,0.134486071,628,0.60326609,273,0.262247839
5302008,2011,619,481,0.777059774,138,0.222940226,393,311,0.791348601,82,0.263665595,70151.57093,1499,125,0.083388926,1078,0.719146097,296,0.197464977
5302009,2011,575,471,0.819130435,104,0.180869565,417,373,0.894484412,44,0.117962466,110335.8872,1412,52,0.036827195,1256,0.889518414,104,0.073654391
5302101,2011,479,372,0.776617954,107,0.223382046,314,253,0.805732484,61,0.241106719,77159.86806,1212,87,0.071782178,966,0.797029703,159,0.131188119
5302102,2011,583,478,0.819897084,105,0.180102916,418,352,0.842105263,66,0.1875,85328.82772,1497,52,0.034736139,1343,0.897127589,102,0.068136273
5302200,2011,747,546,0.730923695,201,0.269076305,385,284,0.737662338,101,0.355633803,58279.91324,1532,144,0.093994778,1162,0.75848564,226,0.147519582
5300100,2010,917,692,0.754634678,225,0.245365322,511,425,0.831702544,86,0.168297456,64273.45939,3168,196,0.061868687,2711,0.855744949,261,0.082386364
5300200,2010,1626,1244,0.765067651,382,0.234932349,920,772,0.839130435,148,0.160869565,67508.28123,2121,381,0.179632249,1618,0.762847713,122,0.057520038
5300300,2010,1059,736,0.694995279,323,0.305004721,578,467,0.807958478,111,0.192041522,55695.53704,2354,383,0.162701784,1782,0.757009346,189,0.08028887
5300400,2010,1133,818,0.721977052,315,0.278022948,667,543,0.814092954,124,0.185907046,52907.07419,1965,83,0.042239186,1661,0.845292621,221,0.112468193
5300500,2010,939,751,0.799787007,188,0.200212993,502,371,0.739043825,131,0.260956175,57094.55489,1340,42,0.031343284,1219,0.909701493,79,0.058955224
5300601,2010,603,452,0.749585406,151,0.250414594,357,295,0.826330532,62,0.173669468,70475.92041,1353,42,0.031042129,1234,0.912047302,77,0.056910569
5300602,2010,574,522,0.909407666,52,0.090592334,375,295,0.786666667,80,0.213333333,65225.8229,1669,153,0.09167166,1408,0.843618933,108,0.064709407
5300700,2010,886,620,0.699774266,266,0.300225734,426,355,0.833333333,71,0.166666667,57454.4878,2277,509,0.223539745,1619,0.711023276,149,0.065436978
5300800,2010,890,639,0.717977528,251,0.282022472,596,480,0.805369128,116,0.194630872,70105.21149,1072,579,0.54011194,373,0.347947761,120,0.111940299
5300901,2010,344,182,0.529069767,162,0.470930233,247,172,0.696356275,75,0.303643725,50538.58917,1009,286,0.283448959,672,0.666005946,51,0.050545094
5300902,2010,425,307,0.722352941,118,0.277647059,270,202,0.748148148,68,0.251851852,61965.61421,1427,179,0.125437982,944,0.66152768,304,0.213034338
5301001,2010,619,426,0.688206785,193,0.311793215,329,244,0.741641337,85,0.258358663,63102.3554,1575,106,0.067301587,1153,0.732063492,316,0.200634921
5301002,2010,671,498,0.742175857,173,0.257824143,431,336,0.779582367,95,0.220417633,81344.96075,1236,59,0.047734628,940,0.760517799,237,0.191747573
5301003,2010,474,368,0.776371308,106,0.223628692,351,312,0.888888889,39,0.111111111,100861.7484,1337,103,0.077038145,1117,0.835452506,117,0.087509349
5301004,2010,554,420,0.758122744,134,0.241877256,357,291,0.81512605,66,0.18487395,78390.58737,1545,68,0.044012945,1273,0.82394822,204,0.132038835
5301005,2010,636,531,0.83490566,105,0.16509434,439,358,0.815489749,81,0.184510251,73589.70152,1451,118,0.081323225,1229,0.847002068,104,0.071674707
5301100,2010,678,538,0.793510324,140,0.206489676,407,315,0.773955774,92,0.226044226,56349.78089,1319,75,0.056861259,1089,0.825625474,155,0.117513268
5301201,2010,548,454,0.828467153,94,0.171532847,369,295,0.799457995,74,0.200542005,72437.45365,1038,46,0.044315992,828,0.797687861,164,0.157996146
5301202,2010,483,392,0.811594203,91,0.188405797,289,227,0.785467128,62,0.214532872,69536.33186,2056,175,0.085116732,1344,0.653696498,537,0.26118677
5301300,2010,923,668,0.723726977,255,0.276273023,506,354,0.699604743,152,0.300395257,62785.25988,1774,132,0.074408117,1426,0.803833145,216,0.121758737
5301401,2010,748,618,0.826203209,130,0.173796791,496,388,0.782258065,108,0.217741935,75129.71795,2043,152,0.074400392,1460,0.71463534,431,0.210964268
5301402,2010,783,610,0.779054917,173,0.220945083,543,437,0.804788214,106,0.195211786,68755.33929,875,74,0.084571429,579,0.661714286,222,0.253714286
5301403,2010,427,319,0.7470726,108,0.2529274,246,189,0.768292683,57,0.231707317,68592.99225,1352,71,0.052514793,1122,0.829881657,159,0.11760355
5301404,2010,615,426,0.692682927,189,0.307317073,367,312,0.85013624,55,0.14986376,81729.58664,2063,158,0.076587494,1731,0.839069317,174,0.08434319
5301500,2010,1027,770,0.749756573,257,0.250243427,568,450,0.792253521,118,0.207746479,51589.38626,1670,60,0.035928144,1458,0.873053892,152,0.091017964
5301600,2010,918,721,0.78540305,197,0.21459695,482,398,0.825726141,84,0.174273859,54406.99608,1382,64,0.046309696,1115,0.806801737,203,0.146888567
5301701,2010,569,463,0.81370826,106,0.18629174,383,327,0.853785901,56,0.146214099,82671.21388,1141,72,0.063102542,893,0.782646801,176,0.154250657
5301702,2010,529,421,0.79584121,108,0.20415879,306,240,0.784313725,66,0.215686275,61748.2364,1259,73,0.057982526,1024,0.813343924,162,0.12867355
5301801,2010,620,495,0.798387097,125,0.201612903,282,242,0.858156028,40,0.141843972,86484.53571,1114,38,0.034111311,810,0.727109515,266,0.238779174
5301802,2010,597,353,0.591289782,244,0.408710218,236,197,0.834745763,39,0.165254237,82880.34737,981,55,0.05606524,739,0.753312946,187,0.190621814
5301803,2010,671,460,0.685543964,211,0.314456036,175,149,0.851428571,26,0.148571429,81334.45709,978,51,0.052147239,534,0.54601227,393,0.401840491
5301804,2010,498,315,0.63253012,183,0.36746988,216,163,0.75462963,53,0.24537037,89520.10514,1127,88,0.078083407,654,0.580301686,385,0.341614907
5301805,2010,516,348,0.674418605,168,0.325581395,256,189,0.73828125,67,0.26171875,77814.88912,1165,61,0.052360515,686,0.588841202,418,0.358798283
5301900,2010,509,311,0.611001965,198,0.388998035,327,279,0.853211009,48,0.146788991,105836.3951,1212,79,0.065181518,915,0.754950495,218,0.179867987
5302001,2010,540,391,0.724074074,149,0.275925926,331,263,0.794561934,68,0.205438066,93748.046,1448,64,0.044198895,1075,0.742403315,309,0.21339779
5302002,2010,654,442,0.675840979,212,0.324159021,399,349,0.874686717,50,0.125313283,117005.0957,1358,44,0.032400589,987,0.726804124,327,0.240795287
5302003,2010,525,377,0.718095238,148,0.281904762,392,351,0.895408163,41,0.104591837,135450.6342,1225,151,0.123265306,634,0.51755102,440,0.359183673
5302004,2010,496,352,0.709677419,144,0.290322581,302,223,0.738410596,79,0.261589404,78638.9666,1090,171,0.156880734,606,0.555963303,313,0.287155963
5302005,2010,479,319,0.665970772,160,0.334029228,277,195,0.703971119,82,0.296028881,64540.82589,1158,114,0.098445596,690,0.595854922,354,0.305699482
5302006,2010,465,324,0.696774194,141,0.303225806,299,217,0.725752508,82,0.274247492,66906.93049,1019,116,0.113837095,635,0.623159961,268,0.263002944
5302007,2010,433,307,0.709006928,126,0.290993072,267,201,0.752808989,66,0.247191011,72714.17199,1327,124,0.093443858,978,0.737000754,225,0.169555388
5302008,2010,538,433,0.804832714,105,0.195167286,350,287,0.82,63,0.18,73799.70713,1493,66,0.044206296,1286,0.861352981,141,0.094440723
5302009,2010,582,475,0.816151203,107,0.183848797,429,369,0.86013986,60,0.13986014,111347.4416,1097,95,0.086599818,886,0.807657247,116,0.105742935
5302101,2010,423,359,0.848699764,64,0.151300236,307,254,0.827361564,53,0.172638436,73833.31235,1359,41,0.030169242,1239,0.911699779,79,0.058130979
5302102,2010,488,418,0.856557377,70,0.143442623,362,315,0.870165746,47,0.129834254,79257.84731,1422,141,0.099156118,1114,0.783403657,167,0.117440225
5302200,2010,646,491,0.76006192,155,0.23993808,370,274,0.740540541,96,0.259459459,59680.78965,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5300100,2009,877,676,0.770809578,201,0.229190422,461,384,0.8329718,77,0.1670282,65539.72386,1809,101,0.055831951,1549,0.856274185,219,0.12106136
5300200,2009,1545,1196,0.774110032,349,0.225889968,911,772,0.847420417,139,0.152579583,71618.20509,3032,182,0.060026385,2746,0.905672823,229,0.075527704
5300300,2009,1055,725,0.687203791,330,0.312796209,591,511,0.86463621,80,0.13536379,60924.66982,2167,335,0.154591601,1869,0.862482695,140,0.064605445
5300400,2009,1067,756,0.708528585,311,0.291471415,637,527,0.827315542,110,0.172684458,54592.60978,2288,396,0.173076923,1956,0.854895105,122,0.053321678
5300500,2009,929,739,0.79547901,190,0.20452099,482,367,0.761410788,115,0.238589212,55842.67558,1955,92,0.047058824,1739,0.889514066,178,0.091048593
5300601,2009,627,466,0.743221691,161,0.256778309,376,321,0.853723404,55,0.146276596,70623.88889,1435,39,0.0271777,1325,0.923344948,96,0.066898955
5300602,2009,580,493,0.85,87,0.15,353,288,0.815864023,65,0.184135977,66248.47723,1318,35,0.026555387,1209,0.917298938,98,0.074355083
5300700,2009,855,551,0.644444444,304,0.355555556,417,352,0.8441247,65,0.1558753,58983.93354,1607,168,0.104542626,1442,0.897324207,85,0.052893591
5300800,2009,849,645,0.759717314,204,0.240282686,583,470,0.806174957,113,0.193825043,72418.58984,2158,446,0.206672845,1786,0.827618165,133,0.06163114
5300901,2009,351,184,0.524216524,167,0.475783476,252,180,0.714285714,72,0.285714286,54062.96914,1069,611,0.571562208,744,0.695977549,71,0.066417212
5300902,2009,445,315,0.707865169,130,0.292134831,296,218,0.736486486,78,0.263513514,61057.90571,1090,318,0.291743119,784,0.719266055,73,0.066972477
5301001,2009,584,440,0.753424658,144,0.246575342,328,239,0.728658537,89,0.271341463,64708.41341,1239,111,0.089588378,1028,0.829701372,182,0.146892655
5301002,2009,622,483,0.776527331,139,0.223472669,401,332,0.827930175,69,0.172069825,83671.26123,1449,93,0.064182195,1124,0.775707384,294,0.202898551
5301003,2009,473,350,0.739957717,123,0.260042283,353,308,0.872521246,45,0.127478754,104023.4533,1246,42,0.033707865,990,0.794542536,236,0.1894061
5301004,2009,520,404,0.776923077,116,0.223076923,343,284,0.827988338,59,0.172011662,83622.88444,1265,87,0.068774704,1141,0.901976285,95,0.075098814
5301005,2009,590,495,0.838983051,95,0.161016949,400,329,0.8225,71,0.1775,75591.55477,1468,80,0.054495913,1298,0.884196185,152,0.103542234
5301100,2009,659,560,0.849772382,99,0.150227618,404,331,0.819306931,73,0.180693069,56373.84,1419,79,0.055673009,1299,0.915433404,82,0.057787174
5301201,2009,509,420,0.825147348,89,0.174852652,342,276,0.807017544,66,0.192982456,75276.24307,1225,63,0.051428571,1066,0.870204082,130,0.106122449
5301202,2009,454,375,0.825991189,79,0.174008811,249,193,0.775100402,56,0.224899598,74116.75177,977,64,0.065506653,830,0.849539406,124,0.12691914
5301300,2009,994,720,0.724346076,274,0.275653924,584,426,0.729452055,158,0.270547945,69076.52974,2272,215,0.094630282,1582,0.696302817,587,0.258362676
5301401,2009,836,685,0.81937799,151,0.18062201,553,444,0.802893309,109,0.197106691,76610.11139,1972,140,0.070993915,1691,0.857505071,227,0.115111562
5301402,2009,750,565,0.753333333,185,0.246666667,532,420,0.789473684,112,0.210526316,70150.07123,2004,183,0.091317365,1569,0.782934132,369,0.184131737
5301403,2009,426,325,0.762910798,101,0.237089202,252,194,0.76984127,58,0.23015873,66300.16327,925,85,0.091891892,667,0.721081081,225,0.243243243
5301404,2009,549,373,0.679417122,176,0.320582878,329,279,0.848024316,50,0.151975684,83506.67925,1223,66,0.053965658,1048,0.85690924,150,0.122649223
5301500,2009,1024,795,0.776367188,229,0.223632813,570,451,0.79122807,119,0.20877193,50985.15242,2129,154,0.072334429,1872,0.87928605,198,0.093001409
5301600,2009,928,695,0.748922414,233,0.251077586,516,416,0.80620155,100,0.19379845,55834.25532,1814,80,0.044101433,1560,0.859977949,219,0.120727674
5301701,2009,563,449,0.797513321,114,0.202486679,386,324,0.839378238,62,0.160621762,88946.24371,1326,83,0.062594268,1123,0.846907994,172,0.129713424
5301702,2009,498,402,0.807228916,96,0.192771084,311,244,0.784565916,67,0.215434084,65823.06067,1115,54,0.048430493,934,0.837668161,163,0.146188341
5301801,2009,616,490,0.795454545,126,0.204545455,296,245,0.827702703,51,0.172297297,90319.51777,1213,70,0.057708162,1021,0.841714757,168,0.138499588
5301802,2009,591,362,0.612521151,229,0.387478849,231,192,0.831168831,39,0.168831169,97755.53173,1130,37,0.032743363,880,0.778761062,237,0.209734513
5301803,2009,612,436,0.712418301,176,0.287581699,164,139,0.847560976,25,0.152439024,79617.02394,906,38,0.041942605,730,0.805739514,165,0.182119205
5301804,2009,456,311,0.682017544,145,0.317982456,193,150,0.777202073,43,0.222797927,97540.70617,900,49,0.054444444,555,0.616666667,322,0.357777778
5301805,2009,480,327,0.68125,153,0.31875,236,184,0.779661017,52,0.220338983,79293.06335,1038,96,0.092485549,682,0.657032755,328,0.315992293
5301900,2009,464,299,0.644396552,165,0.355603448,284,233,0.820422535,51,0.179577465,103555.4292,1030,44,0.042718447,690,0.669902913,319,0.309708738
5302001,2009,529,422,0.797731569,107,0.202268431,334,277,0.829341317,57,0.170658683,93668.62083,1198,65,0.054257095,955,0.797161937,223,0.186143573
5302002,2009,635,463,0.729133858,172,0.270866142,396,337,0.851010101,59,0.148989899,121643.3642,1447,73,0.050449205,1104,0.762957844,296,0.204561161
5302003,2009,526,356,0.676806084,170,0.323193916,382,348,0.910994764,34,0.089005236,140761.6976,1327,32,0.024114544,970,0.730972118,346,0.260738508
5302004,2009,502,345,0.687250996,157,0.312749004,316,262,0.829113924,54,0.170886076,82492.62185,1210,116,0.095867769,759,0.627272727,391,0.323140496
5302005,2009,466,308,0.660944206,158,0.339055794,268,192,0.71641791,76,0.28358209,66960.331,1073,129,0.120223672,702,0.654240447,321,0.29916123
5302006,2009,432,292,0.675925926,140,0.324074074,284,211,0.742957746,73,0.257042254,75576.46445,1125,138,0.122666667,725,0.644444444,360,0.32
